0, 0.001015, 0.004990, -0.009251, -0.071577, -0.002743, 0.001211, 0.002954, -0.001570, 0.000000, 0.003071, 0.000000, 0.002677, 
1, 0.001013, 0.004990, -0.009251, -0.071577, -0.002743, 0.001211, -0.002545, -0.000474, 0.000000, 0.002527, 0.000000, 0.002490, 
2, 0.001014, 0.004992, -0.009259, -0.071576, -0.002745, 0.001212, -0.005181, 0.001388, -0.003497, 0.004507, -0.000522, 0.002374, 
3, 0.001016, 0.004998, -0.009284, -0.071576, -0.002746, 0.001213, -0.004818, 0.000271, -0.008713, 0.003012, -0.000486, 0.002351, 
4, 0.001017, 0.005013, -0.009332, -0.071576, -0.002748, 0.001214, -0.004480, 0.005236, -0.013857, 0.000677, -0.000452, 0.002304, 
5, 0.001018, 0.005040, -0.009395, -0.071575, -0.002749, 0.001215, -0.003981, 0.008560, -0.017462, 0.005028, -0.000420, 0.002336, 
6, 0.001019, 0.005082, -0.009466, -0.071575, -0.002750, 0.001216, -0.003120, 0.014339, -0.019043, 0.002864, -0.000087, 0.002172, 
7, 0.001020, 0.005138, -0.009535, -0.071575, -0.002752, 0.001217, -0.002910, 0.016574, -0.019208, 0.000615, -0.000157, 0.002020, 
8, 0.001021, 0.005205, -0.009597, -0.071576, -0.002753, 0.001218, -0.003018, 0.020203, -0.017423, -0.001998, 0.000393, 0.004516, 
9, 0.001023, 0.005277, -0.009655, -0.071576, -0.002755, 0.001219, 0.002461, 0.019532, -0.016202, -0.002903, 0.000088, 0.004200, 
10, 0.001024, 0.005345, -0.009710, -0.071575, -0.002757, 0.001220, 0.001842, 0.018571, -0.015344, 0.000191, 0.000065, 0.002708, 
11, 0.001024, 0.005409, -0.009760, -0.071574, -0.002758, 0.001220, 0.000246, 0.017775, -0.014260, 0.001728, 0.000060, 0.002502, 
12, 0.001027, 0.005468, -0.009808, -0.071573, -0.002760, 0.001221, 0.004223, 0.016895, -0.013260, 0.004843, 0.000115, 0.002082, 
13, 0.001027, 0.005523, -0.009851, -0.071572, -0.002761, 0.001221, -0.000303, 0.015749, -0.011951, 0.006357, 0.000124, 0.000840, 
14, 0.001029, 0.005574, -0.009892, -0.071571, -0.002762, 0.001222, 0.004387, 0.014569, -0.011113, 0.006805, 0.000418, -0.000449, 
15, 0.001029, 0.005622, -0.009930, -0.071570, -0.002764, 0.001222, -0.001247, 0.015039, -0.010241, 0.006867, 0.000288, -0.002103, 
16, 0.001030, 0.005665, -0.009965, -0.071570, -0.002765, 0.001223, -0.004783, 0.013508, -0.009523, 0.008922, 0.000057, 0.000345, 
17, 0.001031, 0.005707, -0.009998, -0.071569, -0.002767, 0.001223, -0.001793, 0.012940, -0.008813, 0.010732, 0.000053, -0.000876, 
18, 0.001033, 0.005745, -0.010028, -0.071568, -0.002768, 0.001225, -0.002325, 0.011287, -0.009780, 0.010241, 0.000049, 0.000534, 
19, 0.001033, 0.005781, -0.010057, -0.071568, -0.002769, 0.001225, -0.006577, 0.011562, -0.008749, 0.009809, 0.000046, 0.000311, 
20, 0.001035, 0.005814, -0.010083, -0.071569, -0.002770, 0.001225, -0.004903, 0.009192, -0.007781, 0.005397, 0.000135, -0.002475, 
21, 0.001036, 0.005845, -0.010108, -0.071569, -0.002771, 0.001225, -0.004517, 0.009445, -0.008112, 0.002035, 0.000488, -0.003059, 
22, 0.001038, 0.005874, -0.010131, -0.071570, -0.002773, 0.001226, -0.004175, 0.009883, -0.007543, -0.001192, -0.000237, -0.000544, 
23, 0.001039, 0.005900, -0.010152, -0.071569, -0.002774, 0.001226, -0.001767, 0.009190, -0.007014, 0.000931, -0.000777, -0.001349, 
24, 0.001040, 0.005925, -0.010172, -0.071569, -0.002775, 0.001226, -0.001930, 0.008958, -0.006801, 0.001119, -0.000916, -0.003268, 
25, 0.001041, 0.005949, -0.010191, -0.071569, -0.002776, 0.001227, -0.001786, 0.008381, -0.006324, -0.000536, 0.000606, -0.001817, 
26, 0.001042, 0.005970, -0.010208, -0.071570, -0.002776, 0.001227, 0.002865, 0.008973, -0.005881, -0.002116, 0.000892, -0.003030, 
27, 0.001042, 0.005990, -0.010224, -0.071569, -0.002777, 0.001228, -0.001272, 0.009191, -0.005940, -0.000670, 0.002144, -0.001958, 
28, 0.001043, 0.006009, -0.010239, -0.071569, -0.002778, 0.001229, -0.001334, 0.009006, -0.005524, -0.000033, 0.001488, -0.000557, 
29, 0.001044, 0.006026, -0.010253, -0.071569, -0.002778, 0.001229, -0.001232, 0.008657, -0.005136, -0.003376, 0.002421, -0.003206, 
30, 0.001044, 0.006043, -0.010266, -0.071569, -0.002779, 0.001228, -0.001070, 0.008779, -0.004776, -0.002878, 0.001931, -0.003689, 
31, 0.001045, 0.006058, -0.010278, -0.071568, -0.002780, 0.001228, 0.000564, 0.008167, -0.004441, -0.002466, 0.000860, -0.006043, 
32, 0.001046, 0.006071, -0.010289, -0.071567, -0.002781, 0.001229, 0.000685, 0.005404, -0.004130, -0.000329, 0.000800, -0.005198, 
33, 0.001047, 0.006083, -0.010299, -0.071567, -0.002782, 0.001230, 0.000653, 0.003040, -0.003840, 0.002079, 0.000735, -0.004454, 
