0, -0.000000, 0.004379, -0.009131, -0.071424, 0.000035, -0.000063, 0.000282, -0.000699, -0.002527, 0.000558, 0.000000, -0.009685, 
1, -0.000000, 0.004379, -0.009132, -0.071424, 0.000035, -0.000062, 0.002639, -0.000806, -0.002780, 0.000519, 0.000000, -0.006006, 
2, -0.000000, 0.004380, -0.009134, -0.071423, 0.000035, -0.000062, 0.002454, 0.002200, -0.004700, 0.005446, 0.000000, -0.006301, 
3, -0.000000, 0.004388, -0.009154, -0.071422, 0.000035, -0.000063, 0.002282, 0.003040, -0.010977, 0.005528, 0.000000, -0.006289, 
4, -0.000000, 0.004406, -0.009203, -0.071421, 0.000035, -0.000062, 0.002122, 0.006046, -0.019907, 0.005452, 0.000000, -0.004508, 
5, -0.000000, 0.004435, -0.009285, -0.071420, 0.000035, -0.000062, 0.001973, 0.008483, -0.026888, 0.005070, 0.000000, -0.005945, 
6, -0.000000, 0.004476, -0.009390, -0.071419, 0.000035, -0.000062, 0.001834, 0.011866, -0.031398, 0.002928, 0.000000, -0.008739, 
7, -0.000000, 0.004524, -0.009509, -0.071418, 0.000035, -0.000063, 0.001706, 0.012862, -0.034447, 0.002723, 0.000000, -0.010991, 
8, -0.000000, 0.004577, -0.009627, -0.071417, 0.000035, -0.000062, 0.001586, 0.014130, -0.030414, 0.001200, 0.000093, -0.009631, 
9, -0.000000, 0.004634, -0.009731, -0.071415, 0.000035, -0.000062, 0.001475, 0.016228, -0.027152, 0.004630, 0.000095, -0.011930, 
10, -0.000000, 0.004691, -0.009823, -0.071415, 0.000035, -0.000062, 0.001372, 0.017231, -0.025215, 0.002123, 0.000088, -0.008701, 
11, -0.000000, 0.004746, -0.009910, -0.071414, 0.000035, -0.000062, 0.001275, 0.013276, -0.024340, 0.000617, 0.000099, -0.009195, 
12, -0.000000, 0.004801, -0.009993, -0.071414, 0.000035, -0.000063, 0.001186, 0.012610, -0.022634, -0.000623, 0.000092, -0.009612, 
13, -0.000000, 0.004856, -0.010069, -0.071412, 0.000035, -0.000062, 0.001103, 0.015265, -0.021047, 0.002826, 0.000085, -0.006561, 
14, -0.000000, 0.004910, -0.010139, -0.071412, 0.000035, -0.000061, 0.001026, 0.017022, -0.019571, 0.001583, 0.000079, -0.005360, 
15, -0.000000, 0.004964, -0.010205, -0.071411, 0.000035, -0.000062, 0.000954, 0.017443, -0.018199, -0.000357, 0.000074, -0.005481, 
16, -0.000000, 0.005016, -0.010266, -0.071411, 0.000035, -0.000062, 0.000887, 0.015613, -0.016333, -0.002068, 0.000069, -0.006074, 
